"","Id","Elevation","Aspect","Slope","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Cover_Type","wild","soil","h_fire","h_water","h_road","v_water"
"6229",6229,2481,59,8,227,223,130,"4","4","6",1248,0,443,0
"6230",6230,2479,2,7,210,226,154,"4","4","6",1234,0,417,0
"6231",6231,2459,315,14,181,228,186,"6","4","10",1114,180,228,20
"6232",6232,2464,225,11,205,250,181,"6","4","6",1276,458,836,108
"6233",6233,2470,203,6,217,246,164,"6","4","6",1291,433,864,114
"6234",6234,2326,57,16,229,203,102,"4","4","14",1249,0,300,0
"6235",6235,2938,72,32,237,163,32,"1","1","29",1678,42,430,-8
"6236",6236,2910,356,8,208,226,156,"1","3","23",342,42,2308,2
"6237",6237,3124,266,12,190,245,194,"2","3","32",914,408,470,70
"6238",6238,2351,46,24,219,179,82,"6","4","10",437,42,524,23
"6239",6239,2332,46,20,222,192,97,"6","4","10",874,30,1140,9
"6240",6240,2343,253,20,171,249,213,"6","4","10",902,42,1183,10
"6241",6241,2384,20,22,199,189,119,"6","4","10",787,30,1284,12
"6242",6242,2530,315,15,180,227,187,"6","4","6",524,285,1179,99
"6243",6243,2468,354,11,201,220,157,"6","4","10",1113,342,485,70
"6244",6244,2464,357,14,197,213,153,"6","4","10",1129,382,541,73
"6245",6245,2465,132,13,241,233,119,"6","4","6",1282,391,864,109
"6246",6246,2349,129,20,248,225,96,"6","4","1",1343,108,443,19
"6247",6247,2332,90,9,234,226,123,"4","4","14",1276,0,319,0
"6248",6248,2322,356,6,210,229,157,"6","4","10",1254,60,277,2
"6249",6249,3302,100,24,251,201,65,"1","1","39",2914,323,1723,104
"6250",6250,2304,132,6,229,237,141,"4","4","17",765,0,767,0
"6251",6251,2472,241,24,168,251,214,"6","4","10",618,150,1361,52
"6252",6252,2518,277,20,163,239,214,"6","4","10",569,242,1245,91
"6253",6253,2529,287,17,169,236,207,"6","4","6",560,268,1216,102
"6254",6254,2459,280,4,208,240,170,"6","4","6",1195,485,759,103
"6255",6255,2460,196,6,219,245,162,"6","4","6",1224,430,816,104
"6256",6256,2460,174,12,227,246,150,"6","4","6",1240,402,845,104
"6257",6257,2416,125,15,244,228,109,"6","4","1",1345,255,731,60
"6258",6258,2411,126,17,246,226,103,"6","4","1",1364,234,702,67
"6259",6259,2401,131,18,246,228,104,"6","4","1",1383,212,674,57
"6260",6260,2368,121,20,250,219,89,"6","4","1",1415,124,537,32
"6261",6261,2331,135,3,225,238,148,"4","4","14",1316,0,361,0
"6262",6262,2327,347,8,204,227,161,"6","4","10",1282,67,300,1
"6263",6263,3226,121,19,249,221,92,"1","1","29",2751,242,1549,64
"6264",6264,2313,258,10,197,246,188,"4","4","17",598,0,600,0
"6265",6265,2351,246,21,171,251,213,"6","4","10",872,30,1165,3
"6266",6266,2433,225,24,181,254,201,"6","4","10",691,60,1379,22
"6267",6267,2544,288,13,183,239,195,"6","4","6",577,313,1165,117
"6268",6268,2552,292,14,181,237,196,"6","4","6",573,342,1136,125
"6269",6269,2559,309,10,193,234,180,"6","4","6",571,371,1106,128
"6270",6270,2469,90,28,249,184,45,"3","4","1",631,255,816,71
"6271",6271,2366,78,14,237,214,105,"3","4","2",765,67,591,0
"6272",6272,2353,70,7,228,226,132,"3","4","2",828,30,510,4
"6273",6273,2349,62,8,227,223,130,"4","4","2",850,0,484,0
"6274",6274,2455,34,3,219,232,149,"6","4","6",1154,503,721,99
"6275",6275,2457,198,2,218,240,158,"6","4","6",1168,474,750,101
"6276",6276,2384,126,14,243,229,112,"6","4","1",1401,150,631,43
"6277",6277,2370,128,20,248,224,94,"6","4","1",1442,108,577,29
"6278",6278,2352,121,18,248,222,94,"6","4","1",1425,85,525,16
"6279",6279,2330,76,2,222,235,150,"4","4","14",1356,0,402,0
"6280",6280,2328,8,3,216,232,154,"4","4","14",1343,0,376,0
"6281",6281,3093,315,31,126,199,206,"1","1","24",2770,234,2689,63
"6282",6282,2318,306,13,182,232,189,"4","4","17",607,0,582,0
"6283",6283,2309,103,9,236,228,122,"4","4","17",721,0,685,0
"6284",6284,2321,319,29,133,199,199,"6","4","10",779,30,738,15
"6285",6285,2385,8,12,206,216,147,"6","4","10",751,175,953,80
"6286",6286,2413,2,21,185,194,141,"6","4","10",768,30,1294,11
"6287",6287,2485,252,26,152,247,225,"6","4","10",646,162,1318,58
"6288",6288,2538,261,17,177,247,207,"6","4","6",612,277,1201,111
"6289",6289,2546,269,14,182,244,201,"6","4","6",607,306,1172,119
"6290",6290,2515,92,25,249,191,55,"3","4","1",626,268,911,72
"6291",6291,2359,57,8,226,223,132,"4","4","2",828,30,551,3
"6292",6292,2356,50,7,224,224,135,"4","4","2",849,0,525,0
"6293",6293,2480,13,9,212,222,148,"6","4","6",1053,469,541,82
"6294",6294,2456,111,4,227,235,143,"6","4","6",1142,466,742,100
"6295",6295,2339,83,4,225,233,143,"6","4","1",1409,30,443,6
"6296",6296,2333,70,7,228,226,132,"4","4","14",1396,0,417,0
"6297",6297,2336,1,9,207,223,153,"6","4","10",1359,42,335,8
"6298",6298,3109,132,14,242,232,116,"2","3","32",815,242,641,55
"6299",6299,2952,161,14,233,243,137,"5","3","33",2167,480,725,114
"6300",6300,2362,81,21,243,197,73,"6","4","10",484,95,446,41
"6301",6301,2326,281,13,183,241,197,"4","4","3",618,30,566,10
"6302",6302,2314,121,15,244,227,107,"4","4","17",702,0,644,0
"6303",6303,2390,0,12,203,218,152,"6","4","10",721,201,942,83
"6304",6304,2388,19,21,199,189,120,"6","4","10",750,108,1020,52
"6305",6305,2429,8,22,189,190,133,"6","4","10",792,30,1273,16
"6306",6306,2471,83,24,245,189,60,"3","4","1",685,201,836,55
"6307",6307,2481,50,13,225,212,119,"6","4","6",1048,531,589,89
"6308",6308,2452,99,10,236,227,121,"6","4","2",1132,430,765,96
"6309",6309,2439,128,8,234,235,132,"6","4","2",1165,371,824,83
"6310",6310,2422,110,15,244,222,103,"6","4","2",1237,256,800,66
"6311",6311,2398,77,12,235,217,112,"6","4","2",1316,150,684,42
"6312",6312,2373,108,20,249,214,84,"6","4","1",1379,85,598,29
"6313",6313,2338,61,2,221,234,149,"4","4","14",1436,0,430,0
"6314",6314,2335,41,5,221,228,143,"4","4","14",1423,0,402,0
"6315",6315,2337,13,4,215,231,152,"6","4","10",1357,134,242,5
"6316",6316,2954,155,17,238,239,126,"5","3","33",2096,450,713,116
"6317",6317,2941,143,7,231,239,140,"5","3","33",2290,459,808,103
"6318",6318,2365,78,23,242,191,66,"6","4","10",499,90,426,44
"6319",6319,2314,214,7,214,247,169,"4","4","17",604,0,525,0
"6320",6320,2345,307,31,120,204,216,"6","4","10",721,67,711,36
"6321",6321,2378,321,20,164,216,190,"6","4","10",700,127,792,71
"6322",6322,2396,3,17,195,206,146,"6","4","10",696,216,942,73
"6323",6323,2401,353,19,185,205,155,"6","4","10",706,170,966,65
"6324",6324,2369,17,28,185,169,108,"6","4","10",793,30,1092,14
"6325",6325,2403,248,32,139,244,231,"6","4","10",872,67,1189,24
"6326",6326,2440,356,15,195,212,154,"6","4","10",816,42,1252,16
"6327",6327,2374,65,14,232,211,109,"4","4","2",834,0,633,0
"6328",6328,2368,58,13,229,211,113,"4","4","2",853,0,607,0
"6329",6329,2491,45,11,223,216,126,"6","4","6",997,516,524,81
"6330",6330,2484,82,9,233,225,124,"6","4","6",1020,553,582,86
"6331",6331,2419,120,14,243,227,110,"6","4","2",1214,247,794,63
"6332",6332,2409,103,9,236,228,122,"6","4","2",1253,190,735,53
"6333",6333,2402,96,11,238,224,115,"6","4","2",1273,162,706,46
"6334",6334,2397,102,12,240,224,111,"6","4","1",1294,134,677,41
"6335",6335,2378,108,20,250,213,82,"6","4","1",1337,85,618,22
"6336",6336,2340,32,7,219,224,142,"4","4","1",1448,0,474,0
"6337",6337,2338,11,7,213,225,150,"4","4","14",1471,0,446,0
"6338",6338,3170,138,14,241,234,120,"1","1","29",2624,60,1397,8
"6339",6339,3037,109,19,248,216,88,"1","1","29",2028,85,778,27
"6340",6340,2941,173,8,225,244,152,"5","3","33",2245,421,805,103
"6341",6341,2315,92,19,246,207,82,"4","4","17",592,0,484,0
"6342",6342,2318,207,10,214,249,170,"4","4","17",644,30,537,4
"6343",6343,2328,313,30,127,201,207,"6","4","10",713,42,644,19
"6344",6344,2398,333,15,185,220,173,"6","4","10",663,192,836,94
"6345",6345,2403,341,14,191,219,167,"6","4","10",660,234,882,99
"6346",6346,2406,17,28,186,171,110,"6","4","10",725,95,1015,56
"6347",6347,2557,184,10,223,247,157,"2","4","6",690,335,1110,88
"6348",6348,2495,359,15,197,212,151,"6","4","6",940,492,430,76
"6349",6349,2485,89,12,237,221,113,"6","4","6",981,558,547,75
"6350",6350,2480,96,11,238,224,115,"6","4","6",1006,571,607,124
"6351",6351,2394,125,16,246,226,104,"6","4","1",1273,124,671,38
"6352",6352,3269,63,24,233,183,70,"1","1","39",2852,190,3692,31
"6353",6353,3175,91,14,241,218,104,"2","3","32",830,454,376,104
"6354",6354,3066,124,19,248,222,94,"2","3","24",870,120,698,12
"6355",6355,2930,186,14,222,249,157,"5","3","33",2175,390,792,92
"6356",6356,2839,43,11,222,217,128,"1","3","11",2501,108,834,15
"6357",6357,2314,2,5,212,229,155,"4","4","17",659,0,524,0
"6358",6358,2342,314,32,119,196,208,"6","4","10",685,67,631,26
"6359",6359,2395,325,20,166,214,185,"6","4","10",641,170,769,86
"6360",6360,2420,12,28,180,172,117,"6","4","10",698,124,990,65
"6361",6361,2416,18,30,182,163,103,"6","4","10",711,108,1008,61
"6362",6362,3036,178,5,223,243,155,"2","3","32",1276,134,3093,-8
"6363",6363,3206,152,11,234,240,136,"1","3","32",937,443,319,74
"6364",6364,2981,162,20,235,241,127,"2","3","33",1842,319,750,76
"6365",6365,2923,201,13,214,251,169,"5","3","33",2188,360,819,85
"6366",6366,2887,90,6,230,230,134,"1","3","32",2574,446,1020,8
"6367",6367,2432,357,20,184,199,149,"6","4","10",618,234,886,89
"6368",6368,2436,9,29,175,170,120,"6","4","10",671,150,966,81
"6369",6369,2432,71,25,238,183,61,"3","4","1",832,60,808,-10
"6370",6370,2398,58,19,230,197,92,"4","4","1",875,0,732,0
"6371",6371,2391,62,16,232,205,101,"4","4","1",886,0,708,0
"6372",6372,3387,63,1,220,236,153,"1","1","40",2790,335,2148,105
"6373",6373,3141,124,16,245,227,106,"1","3","32",708,351,484,70
"6374",6374,3118,113,14,243,226,109,"1","3","32",659,268,481,47
"6375",6375,2915,179,16,225,248,151,"5","3","33",2173,330,836,77
"6376",6376,2707,28,5,218,230,148,"5","3","17",708,240,30,8
"6377",6377,2701,100,4,227,234,142,"5","3","11",785,120,85,2
"6378",6378,2693,114,5,228,235,141,"5","3","11",850,30,60,0
"6379",6379,2434,340,20,174,207,170,"6","4","10",573,319,819,98
"6380",6380,2454,350,26,165,188,154,"6","4","10",631,190,924,99
"6381",6381,2439,33,25,206,176,94,"6","4","10",691,90,999,64
"6382",6382,2407,53,22,226,187,84,"4","4","1",900,0,750,0
"6383",6383,2977,96,7,232,229,129,"1","3","32",745,362,1978,37
"6384",6384,3030,108,5,228,234,141,"1","3","32",1356,95,3043,7
"6385",6385,3050,65,15,233,209,105,"2","3","31",540,67,552,1
"6386",6386,2906,170,18,230,245,140,"5","3","33",2160,300,854,68
"6387",6387,2881,33,8,219,222,139,"1","3","32",2707,446,1132,23
"6388",6388,2710,24,6,217,227,147,"5","3","17",716,272,30,11
"6389",6389,2708,34,5,219,228,145,"5","3","17",750,212,67,9
"6390",6390,2447,53,23,226,185,82,"6","4","10",666,95,977,57
"6391",6391,2414,274,25,146,237,226,"6","4","10",764,30,1084,16
"6392",6392,2431,269,26,143,239,229,"6","4","10",785,60,1106,33
"6393",6393,2507,66,23,235,188,74,"3","4","10",837,95,967,38
"6394",6394,2404,50,21,224,189,89,"3","4","10",864,42,745,-2
"6395",6395,3338,9,24,185,184,129,"1","1","39",2644,134,2542,45
"6396",6396,3190,115,9,236,232,127,"1","3","31",882,492,382,58
"6397",6397,2899,188,16,220,250,159,"5","3","33",2201,270,892,61
"6398",6398,2696,55,8,225,223,132,"5","3","11",870,85,120,5
"6399",6399,2379,267,24,153,241,224,"6","4","10",577,42,589,8
"6400",6400,2458,60,23,231,187,77,"4","4","1",902,0,882,0
"6401",6401,3076,123,18,247,224,98,"1","1","29",2520,134,3294,21
"6402",6402,2844,66,21,235,192,78,"1","1","29",1237,108,127,49
"6403",6403,2978,128,16,245,228,108,"2","3","33",1464,127,883,-1
"6404",6404,2929,159,15,235,242,133,"2","3","33",2007,285,872,59
"6405",6405,2718,24,8,216,222,143,"5","3","17",767,285,85,19
"6406",6406,2716,26,8,216,222,142,"5","3","11",782,256,95,17
"6407",6407,2713,32,8,219,224,141,"5","3","11",816,201,127,14
"6408",6408,2704,47,9,224,220,130,"5","3","11",872,127,153,13
"6409",6409,2400,32,31,196,157,78,"6","4","10",658,85,408,53
"6410",6410,2379,17,32,177,156,99,"6","4","10",600,30,495,20
"6411",6411,2473,2,20,187,197,143,"6","4","10",513,285,799,45
"6412",6412,2486,31,15,215,206,124,"6","4","10",566,175,872,58
"6413",6413,2410,45,10,223,219,130,"6","4","10",700,0,1022,0
"6414",6414,3157,307,27,138,213,211,"1","1","24",2467,120,2971,35
"6415",6415,3027,25,11,215,216,137,"1","3","32",2144,324,2271,55
"6416",6416,2884,157,14,235,241,134,"5","3","33",2203,210,940,46
"6417",6417,2731,26,7,217,225,144,"5","3","11",713,495,30,32
"6418",6418,2724,18,7,215,226,148,"5","3","17",765,351,67,25
"6419",6419,2723,21,6,216,227,148,"5","3","11",778,323,85,24
"6420",6420,2414,30,25,204,178,99,"6","4","6",636,108,400,67
"6421",6421,2441,312,20,161,220,198,"6","4","10",459,180,655,63
"6422",6422,2448,50,25,222,178,76,"3","4","10",895,85,850,0
"6423",6423,3078,116,8,235,232,129,"1","3","31",430,201,641,36
"6424",6424,2729,27,7,218,225,144,"5","3","11",780,390,90,30
"6425",6425,2727,39,6,220,227,142,"5","3","11",792,362,95,28
"6426",6426,2722,58,4,223,230,143,"5","3","11",834,283,150,23
"6427",6427,2704,76,7,229,227,131,"5","3","11",937,150,210,15
"6428",6428,2697,82,7,230,228,132,"5","3","17",977,108,210,10
"6429",6429,2688,77,4,226,231,141,"2","3","11",1062,60,127,4
"6430",6430,2406,41,21,217,190,99,"6","4","10",553,67,470,31
"6431",6431,2449,300,20,160,227,206,"6","4","10",430,180,626,71
"6432",6432,2496,327,22,162,210,185,"6","4","10",430,360,700,118
"6433",6433,2538,268,7,202,243,179,"2","4","6",930,212,1127,37
"6434",6434,3035,52,3,221,233,149,"2","3","32",752,175,1065,13
"6435",6435,3026,72,12,233,217,115,"2","3","32",1477,150,3013,20
"6436",6436,3022,37,12,219,214,128,"1","3","32",2305,309,2144,95
"6437",6437,3020,158,15,235,241,132,"2","3","24",716,134,920,-5
"6438",6438,2874,6,17,197,205,142,"2","3","10",1290,711,210,144
"6439",6439,2755,43,11,222,216,127,"5","3","17",750,499,90,34
"6440",6440,2745,38,9,221,221,135,"5","3","11",755,553,90,29
"6441",6441,2736,30,7,218,226,143,"5","3","11",779,485,90,37
"6442",6442,2729,57,7,225,226,136,"5","3","11",819,376,124,30
"6443",6443,2723,90,4,226,233,143,"5","3","11",860,300,170,28
"6444",6444,2709,62,7,226,226,134,"5","3","11",942,192,242,20
"6445",6445,2415,51,18,226,198,100,"6","4","10",531,85,457,38
"6446",6446,2452,284,20,162,236,213,"6","4","10",400,180,598,74
"6447",6447,2420,57,23,228,184,76,"3","4","10",765,201,805,-11
"6448",6448,3116,130,22,249,222,89,"1","1","29",2452,30,3544,-6
"6449",6449,2943,67,23,235,188,73,"1","1","29",1368,324,342,143
"6450",6450,2964,274,12,187,243,195,"1","3","33",779,0,2644,0
"6451",6451,2771,49,9,224,220,129,"5","3","17",785,474,120,37
"6452",6452,2748,36,8,220,221,137,"5","3","11",785,576,120,29
"6453",6453,2731,60,8,226,224,132,"5","3","11",847,391,153,32
"6454",6454,2720,72,5,225,231,141,"5","3","11",900,297,212,29
"6455",6455,2432,260,19,170,247,213,"6","4","10",390,120,552,54
"6456",6456,3385,324,31,127,189,193,"1","1","39",2416,255,2816,31
"6457",6457,3316,40,15,220,206,117,"1","1","39",2659,134,1956,34
"6458",6458,3020,57,23,229,185,78,"1","1","29",1565,450,537,21
"6459",6459,3030,306,10,191,234,183,"2","3","24",924,108,1296,11
"6460",6460,2988,135,8,233,237,135,"2","3","32",859,272,2073,52
"6461",6461,2860,178,19,225,247,147,"5","3","33",2419,108,1115,35
"6462",6462,2777,62,10,229,218,121,"5","3","17",819,484,150,43
"6463",6463,2771,43,9,222,220,133,"5","3","11",812,516,150,37
"6464",6464,2750,22,10,214,218,140,"5","3","11",819,591,150,51
"6465",6465,2722,48,6,222,227,140,"5","3","11",927,319,234,31
"6466",6466,2719,61,6,225,228,137,"5","3","11",942,297,255,30
"6467",6467,2702,67,9,229,222,125,"5","3","11",1045,190,277,18
"6468",6468,2397,17,8,214,223,146,"6","4","10",426,0,474,0
"6469",6469,2489,257,23,160,246,220,"6","4","10",330,255,577,74
"6470",6470,3383,307,39,90,186,222,"1","1","39",2372,192,2881,65
"6471",6471,2955,325,13,187,225,178,"2","3","31",812,90,2492,12
"6472",6472,3024,340,10,198,225,166,"2","3","32",1652,180,2889,25
"6473",6473,2970,79,15,239,211,99,"1","3","23",2561,67,1950,8
"6474",6474,2859,310,16,175,228,192,"2","3","10",1590,738,150,127
"6475",6475,2777,36,9,220,221,136,"5","3","11",845,525,180,43
"6476",6476,2767,40,11,221,216,128,"5","3","11",840,576,180,33
"6477",6477,2756,17,13,208,212,139,"5","3","11",849,604,180,57
"6478",6478,2423,55,26,225,174,66,"3","4","10",693,297,698,60
"6479",6479,3065,335,7,205,231,165,"1","1","23",2296,30,3378,4
"6480",6480,3092,11,24,186,183,125,"1","1","29",2207,42,1155,8
"6481",6481,3024,246,8,205,246,179,"2","3","32",957,42,1261,4
"6482",6482,3057,328,9,198,230,171,"2","3","32",1959,295,2581,68
"6483",6483,3025,90,14,241,216,101,"1","3","32",2374,247,2156,56
"6484",6484,2802,97,12,239,223,112,"2","3","11",2581,120,446,14
"6485",6485,2768,30,11,216,215,133,"5","3","11",871,618,210,34
"6486",6486,2711,67,7,228,226,132,"5","3","11",1057,268,360,27
"6487",6487,2708,73,7,229,226,131,"5","3","11",1074,256,339,24
"6488",6488,2436,275,19,164,240,214,"6","4","10",295,124,474,21
"6489",6489,3448,320,35,110,183,201,"1","1","40",2337,212,2810,55
"6490",6490,2880,222,19,194,254,192,"2","3","4",2698,190,1317,71
"6491",6491,2886,166,15,231,244,140,"5","3","11",2965,270,1027,103
"6492",6492,2878,147,16,239,237,123,"2","3","11",2974,272,938,95
"6493",6493,2783,33,8,219,222,139,"5","3","11",902,592,240,49
"6494",6494,2515,269,18,170,244,211,"6","4","10",256,283,553,82
"6495",6495,2526,279,19,166,239,212,"6","4","6",268,309,573,93
"6496",6496,3089,152,14,236,240,131,"1","1","29",2316,95,3675,17
"6497",6497,3269,113,13,242,226,110,"7","3","39",1012,576,518,133
"6498",6498,3035,150,11,235,240,134,"1","3","23",218,0,853,0
"6499",6499,2858,146,14,238,237,126,"2","3","11",2955,268,845,77
"6500",6500,2648,158,5,226,241,149,"2","3","17",845,0,30,0
"6501",6501,2332,32,4,219,230,147,"3","4","17",771,30,0,5
"6502",6502,3487,14,28,182,172,115,"1","1","40",2324,390,2599,53
"6503",6503,3255,100,16,244,217,98,"7","3","39",977,534,553,119
"6504",6504,2867,169,18,231,244,138,"5","3","4",3019,210,992,84
"6505",6505,2793,24,9,216,222,142,"5","3","11",967,618,300,59
"6506",6506,2687,82,7,230,228,132,"2","3","11",1200,255,297,15
"6507",6507,2458,294,16,175,235,200,"2","4","10",541,30,859,6
"6508",6508,2486,69,29,236,171,46,"3","4","10",752,268,624,119
"6509",6509,3014,97,14,242,219,104,"2","3","32",1159,391,1620,-5
"6510",6510,3006,320,22,156,212,193,"2","3","31",964,182,2520,63
"6511",6511,3280,90,11,237,223,116,"7","3","39",1090,582,560,113
"6512",6512,2843,209,28,187,252,185,"5","3","4",2742,124,1320,47
"6513",6513,2850,166,17,232,244,136,"5","3","11",3036,190,900,69
"6514",6514,2927,52,18,227,199,100,"2","3","11",1242,659,402,193
"6515",6515,2798,20,10,214,220,142,"5","3","11",997,644,330,64
"6516",6516,2795,18,10,212,218,142,"5","3","11",994,658,330,61
"6517",6517,2513,287,10,193,240,187,"2","4","6",1031,85,911,5
"6518",6518,2566,33,7,219,226,143,"3","4","6",994,330,741,89
"6519",6519,2555,78,16,239,208,94,"3","4","6",904,342,700,78
"6520",6520,2492,84,27,246,182,47,"3","4","10",755,256,600,125
"6521",6521,3089,336,11,194,225,169,"1","1","23",2140,120,3463,22
"6522",6522,3084,0,0,218,238,156,"2","3","32",1400,360,3182,37
"6523",6523,3279,88,12,238,220,110,"7","3","39",1087,558,589,112
"6524",6524,3267,102,12,239,225,114,"7","3","39",1027,525,603,108
"6525",6525,3224,107,15,244,221,103,"7","3","31",849,417,646,97
"6526",6526,3058,52,8,225,223,133,"1","3","23",295,30,930,-4
"6527",6527,2837,208,28,189,252,183,"5","3","4",2784,108,1290,41
"6528",6528,2850,194,27,204,249,163,"5","3","4",2835,124,1230,53
"6529",6529,2852,184,26,215,247,148,"5","3","4",2862,134,1200,58
"6530",6530,2851,175,25,225,244,136,"5","3","4",2914,150,1140,68
"6531",6531,2841,172,18,229,245,141,"5","3","11",3062,162,900,61
"6532",6532,2895,84,9,233,225,123,"2","3","11",1183,626,391,161
"6533",6533,2334,346,6,209,231,160,"3","4","17",760,0,30,0
"6534",6534,3002,286,3,210,239,168,"2","3","32",1140,351,1920,17
"6535",6535,3246,99,14,243,220,103,"7","3","39",934,446,648,87
"6536",6536,2829,200,27,198,251,172,"5","3","4",2825,90,1260,32
"6537",6537,2830,174,19,228,246,142,"5","3","11",3065,150,871,50
"6538",6538,2896,91,11,237,223,115,"2","3","11",1209,633,421,64
"6539",6539,2656,59,6,224,228,139,"2","3","17",774,124,150,12
"6540",6540,2350,293,12,187,237,191,"3","4","10",696,60,67,17
"6541",6541,2463,326,5,206,234,166,"3","4","6",371,150,228,50
"6542",6542,3234,355,24,172,189,149,"1","1","29",1891,402,947,164
"6543",6543,2818,190,26,209,249,157,"5","3","4",2866,67,1231,25
"6544",6544,2819,182,25,218,246,146,"5","3","4",3074,90,992,38
"6545",6545,2647,60,5,224,229,140,"2","3","17",658,90,120,5
"6546",6546,2421,250,21,170,250,214,"3","4","10",484,268,134,15
"6547",6547,3371,122,14,243,228,110,"1","1","38",2301,499,2268,89
"6548",6548,3291,75,11,234,218,115,"7","3","39",1110,509,671,104
"6549",6549,3277,74,15,237,211,102,"7","3","39",1050,469,684,90
"6550",6550,3212,96,14,241,219,105,"7","3","31",811,324,741,76
"6551",6551,3049,33,17,214,199,116,"1","3","24",67,127,1031,0
"6552",6552,2806,184,25,217,247,148,"5","3","4",3115,60,964,26
"6553",6553,2964,198,2,218,240,158,"5","3","11",1507,745,537,132
"6554",6554,2447,238,23,171,252,212,"3","4","10",391,212,162,28
"6555",6555,3096,312,13,185,230,185,"1","1","23",2047,60,3666,7
"6556",6556,3121,66,16,234,207,101,"1","1","30",1590,541,674,144
"6557",6557,2861,69,29,236,170,45,"2","1","29",960,85,95,41
"6558",6558,3297,70,12,233,217,114,"7","3","39",1140,511,696,110
"6559",6559,3187,104,18,248,214,88,"7","3","39",720,255,805,60
"6560",6560,3166,111,26,253,202,59,"7","3","33",660,212,832,42
"6561",6561,3073,347,23,169,196,161,"1","3","23",270,42,1050,9
"6562",6562,3045,23,11,214,217,138,"1","3","24",300,268,1167,50
"6563",6563,3006,7,15,200,208,143,"1","3","24",870,180,1260,30
"6564",6564,2961,179,9,224,246,154,"5","3","4",1530,722,564,129
"6565",6565,2959,160,10,231,242,142,"5","3","4",1490,684,591,127
"6566",6566,2956,185,11,222,248,158,"5","3","4",1452,649,607,124
"6567",6567,2827,353,8,207,227,158,"2","3","11",1154,649,481,-4
"6568",6568,2679,38,8,220,222,136,"2","3","11",900,268,309,22
"6569",6569,2536,358,9,207,224,155,"2","4","6",810,258,836,28
"6570",6570,3537,137,13,239,235,123,"1","1","40",2106,306,2730,103
"6571",6571,2988,285,13,183,240,196,"2","3","20",1146,30,2311,6
"6572",6572,3230,86,17,243,208,89,"7","3","39",871,319,779,71
"6573",6573,3219,90,17,243,211,92,"7","3","39",841,297,787,60
"6574",6574,2457,282,22,154,235,218,"2","4","10",42,90,283,24
"6575",6575,2494,89,20,245,205,80,"2","4","10",331,120,607,22
"6576",6576,3041,113,9,236,231,126,"1","3","32",2326,391,2419,69
"6577",6577,3308,58,11,228,218,122,"7","3","39",1172,499,752,94
"6578",6578,3304,64,11,230,217,118,"7","3","39",1142,474,755,104
"6579",6579,3298,70,12,233,215,112,"7","3","39",1112,450,760,98
"6580",6580,3274,72,18,238,203,90,"7","3","39",1022,382,779,87
"6581",6581,3246,84,16,241,212,97,"7","3","39",932,324,794,73
"6582",6582,3050,30,19,211,196,115,"1","3","24",484,277,1307,75
"6583",6583,3024,19,17,205,201,128,"1","3","24",842,210,1321,-2
"6584",6584,2918,58,9,227,221,127,"2","3","23",1471,0,1415,0
"6585",6585,2797,29,12,216,214,133,"1","3","24",2879,42,1302,7
"6586",6586,2938,153,19,240,237,119,"5","3","4",1448,551,618,106
"6587",6587,2367,283,16,174,239,204,"3","4","10",663,120,42,26
"6588",6588,3230,83,17,242,207,89,"7","3","39",875,268,837,63
"6589",6589,3149,106,25,252,202,63,"7","3","39",666,150,912,22
"6590",6590,3065,9,14,203,211,144,"1","3","24",228,335,1215,33
"6591",6591,3066,10,17,200,204,138,"1","3","24",313,306,1249,-28
"6592",6592,2760,130,4,226,237,145,"1","3","20",2912,0,664,0
"6593",6593,2761,342,6,208,231,162,"2","3","31",2724,85,470,12
"6594",6594,2930,183,22,220,248,151,"5","3","4",1657,638,607,226
"6595",6595,2931,187,22,217,250,155,"5","3","4",1637,658,618,230
"6596",6596,2699,40,15,220,207,118,"2","3","11",875,362,402,42
"6597",6597,2422,194,24,208,251,164,"3","4","4",1181,120,404,62
"6598",6598,2534,34,5,219,228,145,"2","4","6",1084,272,664,8
"6599",6599,3257,54,13,227,211,114,"1","1","39",2413,350,1892,42
"6600",6600,3167,308,13,185,232,187,"1","1","29",2313,120,1397,24
"6601",6601,3012,94,4,225,234,144,"2","3","32",1436,540,1687,-7
"6602",6602,3060,231,7,210,246,174,"2","3","33",1473,67,3021,9
"6603",6603,3322,63,10,229,220,123,"7","3","39",1236,499,810,80
"6604",6604,3320,60,9,227,221,127,"7","3","39",1206,484,811,90
"6605",6605,3197,107,20,250,212,81,"7","3","39",789,192,892,38
"6606",6606,3073,11,15,202,208,140,"1","3","24",242,309,1243,-34
"6607",6607,2829,251,17,180,250,206,"2","3","10",1982,366,446,114
"6608",6608,2918,185,22,218,249,153,"5","3","4",1719,576,604,214
"6609",6609,2418,196,27,202,250,166,"3","4","4",1170,90,488,58
"6610",6610,2429,182,28,216,245,143,"3","4","4",1113,150,485,71
"6611",6611,3070,337,8,203,229,165,"2","3","32",1295,285,2736,43
"6612",6612,3298,74,14,236,212,104,"7","3","39",1090,376,853,84
"6613",6613,3271,85,17,242,209,91,"7","3","39",1001,300,874,84
"6614",6614,3241,95,19,247,208,82,"7","3","39",912,234,888,54
"6615",6615,3131,29,17,212,201,120,"1","3","24",192,255,1203,67
"6616",6616,2904,189,24,213,249,156,"5","3","4",1762,534,618,200
"6617",6617,2899,38,8,220,223,138,"2","3","11",1436,400,663,67
